Subject,Type,Total Household Gifts Currency,Total Household Gifts,Due Date,Activity ID,Contact ID
? Email: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,7900,8/25/2016,00T90000034AOcI,0039000000QZpN0
? Email: Come join us on Dec 1,1 Email,HKD,7900,11/21/2016,00T9000003HUyvZ,0039000000QZpN0
? Email: Re: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,7900,10/6/2016,00T9000003AJ9NF,0039000000QZpN0
? Email: Re: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,7900,10/4/2016,00T9000003AI4Ct,0039000000QZpN0
"? Email: Re: ICM Board of Advisors, Jumpstart update and Meeting",1 Email,HKD,1473871,9/27/2016,00T9000003AFP7V,0039000000EfXQ6
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,1473871,2/20/2017,00T9000003SNpBb,0039000000EfXQ6
? Email: CIS Fair,1 Email,HKD,1473871,11/10/2016,00T9000003GQ53k,0039000000EfXQ6
? Email: Re: Jumpstart meetings,1 Email,HKD,1473871,2/28/2017,00T9000003T0aHq,0039000000EfXQ6
Email: Re: Photos I found,1 Email,HKD,1473871,8/9/2016,00T9000003157W7,0039000000EfXQ6
Email: ICM Jumpstart - what's happening,1 Email,HKD,1473871,3/7/2017,00T9000003TqBe8,0039000000EfXQ6
? Email: ICM Prayer Night - Jan 25th,1 Email,HKD,1473871,1/10/2017,00T9000003N8IEN,0039000000EfXQ6
? Email: The Future of ICM's Education Program,1 Email,HKD,1473871,1/9/2017,00T9000003N7kSX,0039000000EfXQ6
? Email: Re: ICM Jumpstart - what's happening,1 Email,HKD,1473871,3/8/2017,00T9000003TqhLn,0039000000EfXQ6
Email: Re: ICM Jumpstart - what's happening,1 Email,HKD,1473871,3/8/2017,00T9000003Tr4bu,0039000000EfXQ6
? Email: Re: ICM Jumpstart - what's happening,1 Email,HKD,1473871,3/8/2017,00T9000003Tr4aX,0039000000EfXQ6
? Email: Re: Great meeting,1 Email,HKD,1473871,6/15/2016,00T9000002rGmJF,0039000000EfXQ6
Email: Re: Great meeting,1 Email,HKD,1473871,6/15/2016,00T9000002rGmJZ,0039000000EfXQ6
? Email: Updates,1 Email,HKD,1473871,5/8/2017,00T9000003axreP,0039000000EfXQ6
Email: A few more photos,1 Email,HKD,1473871,8/15/2016,00T90000032GyQs,0039000000EfXQ6
? Email: Re: Lunch on Sep 4,1 Email,HKD,1473871,8/25/2016,00T90000034AHSb,0039000000EfXQ6
? Email: Re: Lunch on Sep 4,1 Email,HKD,1473871,8/25/2016,00T90000034AHLG,0039000000EfXQ6
? Email: Re: ICM Jumpstart - what's happening,1 Email,HKD,1473871,3/16/2017,00T9000003VQoba,0039000000EfXQ6
Email: Re: Jumpstart meetings,1 Email,HKD,1473871,2/9/2017,00T9000003QWEMf,0039000000EfXQ6
Email: Jumpstart meetings,1 Email,HKD,1473871,2/8/2017,00T9000003QVsGY,0039000000EfXQ6
? Email: Banquet table host gathering,1 Email,HKD,5050,3/6/2017,00T9000003ToduL,0039000000QZpMi
Email: Auction Booklet,1 Email,HKD,5050,10/21/2016,00T9000003Df6xs,0039000000QZpMi
? Email: Happy New Year!,1 Email,HKD,5050,1/11/2017,00T9000003N93lB,0039000000QZpMi
Discuss Table guests,4 Meeting,HKD,5050,9/28/2016,00T9000003AG22M,0039000000QZpMi
Mailed FA Appeal,2 Mail,HKD,288000,3/15/2017,00T9000003Ug6eI,0039000000IgATT
? Email: Re: Following Up,1 Email,HKD,288000,5/5/2017,00T9000003awkUL,0039000000IgATT
? Email: Following Up,1 Email,HKD,288000,12/6/2016,00T9000003J9NIE,0039000000IgATT
? Email: Re: Meeting on 14 March 3pm,1 Email,HKD,288000,3/9/2017,00T9000003UcFic,0039000000IgATT
? Email: Following Up,1 Email,HKD,288000,3/21/2017,00T9000003VTt3W,0039000000IgATT
Email: RE: ICM 101 Trip,1 Email,HKD,288000,10/3/2016,00T9000003AHV0p,0039000000IgATT
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,288000,2/20/2017,00T9000003SNpBb,0039000000IgATT
? Email: The Future of ICM's Education Program,1 Email,HKD,288000,1/9/2017,00T9000003N7kSX,0039000000IgATT
Follow-up,1 Email,HKD,103772.47,7/29/2016,00T9000002ZUnwi,0039000000K9sEt
Income Received - Thank you,1 Email,HKD,103772.47,8/31/2016,00T90000032GPUN,0039000000K9sEt
Follow up on HKYPO,1 Email,HKD,0,8/31/2016,00T9000001BSRgM,0039000001GcnWU
? Email: Thank you from your ICM community,1 Email,HKD,20000,2/28/2017,00T9000003T0iIy,0039000002224A9
? Email: ICM banquet thanks,1 Email,HKD,20000,10/28/2016,00T9000003Emtul,0039000002224A9
"? Email: ICM in the UK, February visit",1 Email,HKD,0,1/5/2017,00T9000003N6XQ5,0039000001xT1ey
? Email: Thank you!,1 Email,HKD,23400,11/15/2016,00T9000003GRc3r,0039000002224Fd
? Email: Thank you!,1 Email,HKD,23400,11/15/2016,00T9000003GRc3r,0039000002224FJ
Email: See the impact of your partnership,1 Email,HKD,86504,7/4/2016,00T9000002umA7N,0039000000Ifr8Y
? Email: See the impact of your partnership,1 Email,HKD,86504,7/4/2016,00T9000002umA6y,0039000000Ifr8Y
Christmas Card and Annual Report,2 Mail,HKD,86504,12/9/2016,00T9000003KHAqu,0039000000Ifr8Y
? Email: You Are Invited to a Springboard Luncheon,1 Email,HKD,8157963.65,8/4/2016,00T90000030MFoB,0039000000Q8Ioq
Email: Table Host Gathering,1 Email,HKD,8157963.65,3/6/2017,00T9000003Toap1,0039000000Q8Ioq
2015 B3 Success Stories,0 Other,HKD,85000,8/31/2016,00T9000003157qr,0039000001hKVxw
TF15 B3 TY cards and photo magnets,0 Other,HKD,85000,6/3/2016,00T9000002nhfVS,0039000001hKVxw
Email: Have a wonderful summer,1 Email,HKD,85000,6/22/2016,00T9000002t8VKs,0039000001hKVxw
? Email: Have a wonderful summer,1 Email,HKD,85000,6/22/2016,00T9000002t8VKi,0039000001hKVxw
? Email: Re: Have a wonderful summer,1 Email,HKD,85000,7/28/2016,00T9000002yUxWC,0039000001hKVxw
Trip to Cebu,1 Email,HKD,85000,8/1/2016,00T9000002ngZrh,0039000001hKVxw
Email: Extra Expenses,1 Email,HKD,9567.25,9/7/2016,00T90000036XEcj,003900000162ALl
Email: Re: Final List,1 Email,HKD,9567.25,6/6/2016,00T9000002pW1uI,003900000162ALl
? Email: Re: FW: Congratulations and thank you!,1 Email,HKD,285500,10/26/2016,00T9000003DgoEr,0039000001iz7v1
? Email: Re: Congratulations and thank you!,1 Email,HKD,285500,10/26/2016,00T9000003DgrKT,0039000001iz7v1
? Email: Re: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/18/2016,00T9000003Dcykx,0039000001iz7v1
? Email: Re: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/18/2016,00T9000003Dcvo5,0039000001iz7v1
? Email: Re: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/18/2016,00T9000003DcyOR,0039000001iz7v1
Email: ICM Banquet - Auction Booklet,1 Email,HKD,285500,10/21/2016,00T9000003Df6zZ,0039000001iz7v1
? Email: ICM Banquet Host - Notes,1 Email,HKD,285500,9/27/2016,00T9000003AFQmT,0039000001iz7v1
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,285500,2/20/2017,00T9000003SNpBb,0039000001iz7v1
? Email: ICM Hong Kong Banquet,1 Email,HKD,285500,3/6/2017,00T9000003ToeAl,0039000001iz7v1
? Email: ICM Family Academy,1 Email,HKD,285500,3/6/2017,00T9000003Todat,0039000001iz7v1
? Email: The Future of ICM's Education Program,1 Email,HKD,285500,1/9/2017,00T9000003N7kSX,0039000001iz7v1
? Email: Re: Possible dates,1 Email,HKD,285500,1/9/2017,00T9000003N7ief,0039000001iz7v1
? Email: Re: Possible dates,1 Email,HKD,285500,1/9/2017,00T9000003N7gbc,0039000001iz7v1
Deliver painting certificate,4 Meeting,HKD,285500,11/22/2016,00T9000003JAWMO,0039000001iz7v1
? Email: Updates from ICM,1 Email,HKD,285500,5/8/2017,00T9000003axqef,0039000001iz7v1
? Email: Re: Table Host Gathering for the ICM Banquet,1 Email,HKD,285500,9/15/2016,00T90000036aLWp,0039000001iz7v1
Email: Operasia Kindergarten Profile,1 Email,HKD,285500,9/19/2016,00T90000038UlYS,0039000001iz7v1
? Email: Operasia Kindergarten Profile,1 Email,HKD,285500,9/19/2016,00T90000038UlX5,0039000001iz7v1
? Email: Re: Table Host Gathering for the ICM Banquet,1 Email,HKD,285500,9/19/2016,00T90000038UbFQ,0039000001iz7v1
Pre-banquet table guests presentation,6 Event,HKD,285500,9/23/2016,00T900000310xkb,0039000001iz7v1
? Email: Re: Table Host Gathering for the ICM Banquet,1 Email,HKD,285500,9/22/2016,00T9000003117Ka,0039000001iz7v1
? Email: Re: Table Host Gathering for the ICM Banquet,1 Email,HKD,285500,9/22/2016,00T900000310zbO,0039000001iz7v1
? Email: Thank you!,1 Email,HKD,285500,9/26/2016,00T900000312Llm,0039000001iz7v1
? Email: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/17/2016,00T9000003Braws,0039000001iz7v1
Email: Re: FW: Congratulations and thank you!,1 Email,HKD,285500,10/25/2016,00T9000003DfzSl,0039000001iz7v1
? Email: Re: Sept 29,1 Email,HKD,0,11/4/2016,00T9000003EpUYX,0039000002224Ho
? Email: Re: Sept 29,1 Email,HKD,3000,11/4/2016,00T9000003EpUYX,0039000002224I8
? Email: Banquet Guests,1 Email,HKD,594905.17,10/20/2016,00T9000003DegPh,00390000017YLgv
? Email: Re: ICM Banquet,1 Email,HKD,594905.17,10/4/2016,00T9000003AI2Bh,00390000017YLgv
? Email: Re: ICM Banquet,1 Email,HKD,594905.17,10/4/2016,00T9000003AI31G,00390000017YLgv
? Email: Re: ICM Banquet,1 Email,HKD,594905.17,10/4/2016,00T9000003AI324,00390000017YLgv
? Email: Re: Banquet Guests,1 Email,HKD,594905.17,10/13/2016,00T9000003BqGD5,00390000017YLgv
? Email: Banquet Table Details,1 Email,HKD,594905.17,10/18/2016,00T9000003DcwTU,00390000017YLgv
"Email: Re: Bob and Janette Nordin celebrate their 25th Wedding Anniversary, video shoot",1 Email,HKD,594905.17,4/9/2017,00T9000003XigzG,00390000017YLgv
"Email: Re: Bob and Janette Nordin celebrate their 25th Wedding Anniversary, video shoot",1 Email,HKD,594905.17,4/9/2017,00T9000003XihMA,00390000017YLgv
Email: ICM Banquet - host materials,1 Email,HKD,594905.17,6/1/2016,00T9000002pUNrw,00390000017YLgv
? Email: Affordable heART Online Catalog Launch Today!,1 Email,HKD,594905.17,12/15/2016,00T9000003KI8vJ,00390000017YLgv
? Email: Fwd: Testimony,1 Email,HKD,594905.17,1/3/2017,00T9000003Lnd1g,00390000017YLgv
Email:,1 Email,HKD,594905.17,9/19/2016,00T90000038Ulya,00390000017YLgv
? Email: ICM's thrive and 2nd day project,1 Email,HKD,0,7/13/2016,00T9000002wWHS1,0039000000zLgd5
? Email: Pastors meet pastors,1 Email,HKD,0,11/21/2016,00T9000003HV0gn,0039000000zLgd5
? Email: Re: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,0,1/25/2017,00T9000003P1n0H,0039000000zLgd5
? Email: Re: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,0,1/10/2017,00T9000003N8FKD,0039000000zLgd5
? Email: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,0,1/10/2017,00T9000003N8HIw,0039000000zLgd5
? Email: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,0,1/9/2017,00T9000003N7hQU,0039000000zLgd5
? Email: Re: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,0,1/26/2017,00T9000003P2MJ3,0039000000zLgd5
? Email: Re: Can you help boost our number of instagram followers?,1 Email,HKD,0,10/13/2016,00T9000003BqFFp,0039000002224Oa
? Email: We miss you!,1 Email,HKD,0,10/17/2016,00T9000003BrTGH,0039000002224Oa
? Email: How can ICM serve you better?,1 Email,HKD,15000,7/18/2016,00T9000002wYrl5,003900000191MJS
? Email: Re: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/18/2016,00T9000003Dcvo5,0039000001iz7tA
? Email: ICM Banquet Host - Notes,1 Email,HKD,285500,9/27/2016,00T9000003AFQmT,0039000001iz7tA
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,285500,2/20/2017,00T9000003SNpBb,0039000001iz7tA
? Email: The Future of ICM's Education Program,1 Email,HKD,285500,1/9/2017,00T9000003N7kSX,0039000001iz7tA
? Email: Updates from ICM,1 Email,HKD,285500,5/8/2017,00T9000003axqef,0039000001iz7tA
? Email: ICM Banquet - seating arrangement,1 Email,HKD,285500,10/17/2016,00T9000003Braws,0039000001iz7tA
? Email: Connecting + Thank You,1 Email,HKD,2250,10/27/2016,00T9000003EmV4z,0039000002223n4
Email: Donation Pledge to International Care Ministries,1 Email,HKD,2250,11/21/2016,00T9000003HV0fL,0039000002223n4
? Email: How can ICM serve you better?,1 Email,HKD,10500,7/18/2016,00T9000002wYrSS,0039000001048z4
? Email: Re: FW: Non-theatrical screening license of The Intouchables (2011) for charity event,1 Email,HKD,0,7/26/2016,00T9000002yUCmu,0039000001xUG2X
? Email: Fwd: FW: Non-theatrical screening license of The Intouchables (2011) for charity event,1 Email,HKD,0,7/21/2016,00T9000002yT4VH,0039000001xUG2X
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,54286.5,10/28/2016,00T9000003En2Ji,0039000001048zm
? Email: Re: Jumpstart,1 Email,HKD,409573.75,4/18/2017,00T9000003Z9DoP,0039000000Flbhl
Family Academy,3 Call,HKD,409573.75,4/20/2017,00T9000003a7YVG,0039000000Flbhl
? Email: Re: Jumpstart,1 Email,HKD,409573.75,4/21/2017,00T9000003ZC6Va,0039000000Flbhl
? Email: Re: Jumpstart,1 Email,HKD,409573.75,4/21/2017,00T9000003ZC43I,0039000000Flbhl
? Email: Re: Jumpstart,1 Email,HKD,409573.75,5/5/2017,00T9000003awUPO,0039000000Flbhl
? Email: Trip to Bacolod,1 Email,HKD,418532.8,7/5/2016,00T9000002umPMb,0039000000Flbi7
? Email: Sunshine House Kindergarten Profile,1 Email,HKD,418532.8,10/3/2016,00T9000003AHZUO,0039000000Flbi7
"Email: Meeting with Carrie Chen - ICM (Today, 3:30 PM)",1 Email,HKD,51482.35,3/20/2017,00T9000003VT3rw,0039000000FlbhV
Email: 170605 - Sowers Exchange - Expense Report,1 Email,HKD,51482.35,5/12/2017,00T9000003blaj2,0039000000FlbhV
Email: Re: 170605 - Sowers Exchange - Expense Report,1 Email,HKD,51482.35,5/12/2017,00T9000003blbDV,0039000000FlbhV
Income Received - Thank you,1 Email,HKD,27000,8/5/2016,00T90000032GOKR,00390000017b690
Christmas Card and Annual Report,2 Mail,HKD,27000,12/9/2016,00T9000003KHAKx,00390000017b690
Email: Gratitude and blessings,1 Email,HKD,27000,8/26/2016,00T90000034Atya,00390000017b690
? Email: Gratitude and blessings,1 Email,HKD,27000,8/26/2016,00T90000034AtyB,00390000017b690
2015 B3 Success Stories,0 Other,HKD,120000,8/31/2016,00T900000314zVH,0039000001XrhYk
TF15 B3 TY cards and photo magnets,0 Other,HKD,120000,6/3/2016,00T9000002nheMv,0039000001XrhYk
? Email: Banquet thanks,1 Email,HKD,64006.5,10/25/2016,00T9000003Dg2ls,0039000001aPNsc
? Email: Early bird banquet table discount,1 Email,HKD,64006.5,4/25/2017,00T9000003a65z4,0039000001aPNsc
? Email: Re: Early bird banquet table discount,1 Email,HKD,64006.5,4/25/2017,00T9000003a67IK,0039000001aPNsc
? Email: Re: Early bird banquet table discount,1 Email,HKD,64006.5,4/25/2017,00T9000003a67Fo,0039000001aPNsc
Income Received - Thank you,1 Email,HKD,64006.5,9/11/2016,00T90000036X27Z,0039000001aPNsc
? Email: See you next Monday!,1 Email,HKD,64006.5,10/21/2016,00T9000003Df5C9,0039000001aPNsc
? Email: Re: Want these?,1 Email,HKD,64006.5,2/6/2017,00T9000003QU8do,0039000001aPNsc
? Email: Re: Sept 29,1 Email,HKD,64006.5,11/4/2016,00T9000003EpUYX,0039000001aPNsc
? Email: 2016 ICM Annual Banquet,1 Email,HKD,64006.5,8/17/2016,00T90000032I940,0039000001aPNsc
? Email: Re: Thank you!!,1 Email,HKD,64006.5,8/30/2016,00T90000034BkW3,0039000001aPNsc
? Email: ICM Hong Kong Banquet - 25th Anniversary,1 Email,HKD,64006.5,3/20/2017,00T9000003VT0F2,0039000001aPNsc
? Email: Pre-Banquet Information and Guest Registration,1 Email,HKD,64006.5,9/23/2016,00T900000311rvi,0039000001aPNsc
? Email: Re: Sept 29,1 Email,HKD,64006.5,9/29/2016,00T9000003AGZZu,0039000001aPNsc
? Email: Re: Sept 29,1 Email,HKD,64006.5,10/14/2016,00T9000003BqfEW,0039000001aPNsc
? Email: Re: ICM,1 Email,HKD,64006.5,10/14/2016,00T9000003BqaUp,0039000001aPNsc
? Email: ICM Banquet One Week Away - confirming seating plans,1 Email,HKD,64006.5,10/17/2016,00T9000003BrZJB,0039000001aPNsc
Meeting,4 Meeting,HKD,31000,2/28/2017,00T9000003T1QcN,0039000001PyknB
Email: A gift of thanks from the ICM Transform community you have impacted,1 Email,HKD,31000,11/25/2016,00T9000003HWm9h,0039000001PyknB
? Email: A gift of thanks from the ICM Transform community you have impacted,1 Email,HKD,31000,11/25/2016,00T9000003HWm8y,0039000001PyknB
? Email: Re: ICM in the UK - February visit,1 Email,HKD,0,1/9/2017,00T9000003N7mdu,0039000001tnFC9
? Email: ICM in the UK - February visit,1 Email,HKD,0,1/5/2017,00T9000003N6Wnm,0039000001tnFC9
? Email: Re: ICM in the UK - February visit,1 Email,HKD,0,1/9/2017,00T9000003N7b6R,0039000001tnFC9
? Email: Reconnecting ICM to London friends,1 Email,HKD,0,12/19/2016,00T9000003KJebT,0039000001tnFC9
Email: A Special thank you for the Banquet,1 Email,HKD,2500,10/27/2016,00T9000003EmOQL,003900000221Ari
Email: Fwd: Volunteers for 2016 ICM Banquet,1 Email,HKD,5000,9/19/2016,00T90000038UjyI,0039000001aPNxS
? Email: Fwd: Volunteers for 2016 ICM Banquet,1 Email,HKD,5000,9/19/2016,00T90000038Ujwl,0039000001aPNxS
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,40000,1/11/2017,00T9000003N93Lv,003900000248mZL
? Email: Re: Donation to International Care,1 Email,HKD,40000,1/5/2017,00T9000003N6MKf,003900000248mZL
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,40000,1/5/2017,00T9000003N6LUi,003900000248mZL
? Email: Re: Pitter Painter - children's party,1 Email,HKD,11030,10/31/2016,00T9000003EnKg1,0039000001kHMO5
Income Received - Thank you,0 Other,HKD,11030,11/6/2016,00T9000003EpVQ3,0039000001kHMO5
? Email: Re: ICM Banquet - Save the Date - 24 October,1 Email,HKD,11030,7/27/2016,00T9000002yUU4E,0039000001kHMO5
Request sponsorship,1 Email,HKD,11030,8/31/2016,00T9000002yUy0j,0039000001kHMO5
? Email: Pitter Painter - children's party,1 Email,HKD,11030,10/28/2016,00T9000003EmusP,0039000001kHMO5
Invite to banquet,1 Email,HKD,11030,8/31/2016,00T9000002XAEsB,0039000001kHMO5
? Email: The Future of ICM's Education Program,1 Email,HKD,0,1/9/2017,00T9000003N7kSX,0039000001mrKJ8
Email: Thank YOU!,1 Email,HKD,503750,6/14/2016,00T9000002rG6NV,0039000000RrnfF
Solicitation and Cultivation,4 Meeting,HKD,503750,6/13/2016,00T9000002pVRfO,0039000000RrnfF
Cultivation and Solicitation Meeting,4 Meeting,HKD,503750,6/13/2016,00T9000002pVRZk,0039000000RrnfF
Email: Re: Thank YOU!,1 Email,HKD,503750,6/22/2016,00T9000002t8BiS,0039000000RrnfF
? Email: Founder's Week,1 Email,HKD,503750,8/5/2016,00T900000312cVh,0039000000RrnfF
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,5/2/2017,00T9000003aekcU,0039000001XrzNq
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,5/12/2017,00T9000003blJPf,0039000001XrzNq
"? Email: ICM's education program, family academy",1 Email,HKD,139500,3/6/2017,00T9000003Toga0,0039000001XrzNq
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,4/20/2017,00T9000003ZAy27,0039000001XrzNq
"? Email: Re: (EXT) Re: ICM's education program, family academy",1 Email,HKD,139500,5/10/2017,00T9000003bjitv,0039000001XrzNq
? Email: Jumpstart changes,1 Email,HKD,139500,2/9/2017,00T9000003QW8o0,0039000001XrzNq
? Email: Re: Choir Update,1 Email,HKD,139500,7/12/2016,00T9000002wVgUO,0039000001XrzNq
? Email: Re: Choir Update,1 Email,HKD,139500,6/2/2016,00T9000002pV22J,0039000001XrzNq
? Email: Re: Choir Update,1 Email,HKD,139500,6/6/2016,00T9000002pW35H,0039000001XrzNq
? Email: Bermuda Bright Beginnings Kindergarten,1 Email,HKD,139500,9/30/2016,00T9000003AHEo6,0039000001XrzNq
Inter Office Lunch,4 Meeting,HKD,0,8/5/2016,00T9000003151ue,0039000000RuUYI
Thrive and Second Day reporting,4 Meeting,HKD,0,8/23/2016,00T9000003151ud,0039000000RuUYI
Lunch,4 Meeting,HKD,0,8/16/2016,00T90000032HXEN,0039000000RuUYI
? Email: Prayer Night Invitation,1 Email,HKD,0,1/10/2017,00T9000003N8I1e,0039000000RuUYI
Income Received - Thank you,1 Email,HKD,12505.49,8/24/2016,00T900000349oVA,0039000001aQBHH
Income Received - Thank you,1 Email,HKD,12505.49,8/24/2016,00T900000349pIR,0039000001aQBHH
? Email: ICM: A&O Report and photos from family day,1 Email,HKD,12505.49,4/18/2017,00T9000003Z9M02,0039000001aQBHH
? Email: Re: ICM participation in A&O Philippines Christmas dinner - 1 December 2016 (0010023-0027297),1 Email,HKD,12505.49,11/10/2016,00T9000003GQ2HM,0039000001aQBHH
? Email: ICM Transform 2015-2016 Success Stories,1 Email,HKD,12505.49,8/10/2016,00T900000315lF4,0039000001aQBHH
"? Email: Re: Donation to International Care Ministries, Ltd. April 2016 (0010023-0025237)",1 Email,HKD,12505.49,8/11/2016,00T900000316THr,0039000001aQBHH
? Email: Some updates from ICM,1 Email,HKD,12505.49,12/2/2016,00T9000003J8NY7,0039000001aQBHH
? Email: Feb 13 Meeting,1 Email,HKD,12505.49,2/14/2017,00T9000003RNPTc,0039000001aQBHH
Income Received - Thank you,4 Meeting,HKD,12505.49,10/21/2016,00T90000036XCI2,0039000001aQBHH
? Email: ICM pre-banquet information and guests registration,1 Email,HKD,12505.49,9/23/2016,00T900000311vDG,0039000001aQBHH
? Email: Re: ICM pre-banquet information and guests registration (0010023-0025237),1 Email,HKD,12505.49,9/26/2016,00T900000312MYo,0039000001aQBHH
? Email: Re: ICM pre-banquet information and guests registration,1 Email,HKD,12505.49,9/26/2016,00T900000312LRq,0039000001aQBHH
? Email: ICM One Week Away - confirming seating plan,1 Email,HKD,12505.49,10/17/2016,00T9000003BranX,0039000001aQBHH
Email: Fwd: First Week of School!,1 Email,HKD,12505.49,7/27/2016,00T9000002yUYYO,0039000001aQBHH
? Email: Thank you,1 Email,HKD,12505.49,2/13/2017,00T9000003RMhyR,0039000001aQBHH
? Email: Jumpstart Kindergarten Review Meeting,1 Email,HKD,13500,2/6/2017,00T9000003QU8zC,0039000000LmbMD
KAP Trip,4 Meeting,HKD,13500,2/19/2017,00T9000003SNhQA,0039000000LmbMD
? Email: Quick coffee meeting?,1 Email,HKD,13500,3/6/2017,00T9000003ToiDg,0039000000LmbMD
? Email: Family Academy,1 Email,HKD,13500,3/6/2017,00T9000003TohyJ,0039000000LmbMD
? Email: Re: Reminder - Wednesday's ICM Education Program Workshop,1 Email,HKD,13500,1/18/2017,00T9000003O58PZ,0039000000LmbMD
? Email: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,13500,1/10/2017,00T9000003N8HIw,0039000000LmbMD
FA Discussion,4 Meeting,HKD,13500,2/10/2017,00T9000003PqhPP,0039000000LmbMD
? Email: KAP Kindergartens,1 Email,HKD,13500,6/6/2016,00T9000002pW6pY,0039000000LmbMD
? Email: Re: KAP Kindergartens,1 Email,HKD,13500,6/8/2016,00T9000002rEHIn,0039000000LmbMD
? Email: KAP Jumpstart Kindergartens Profiles,1 Email,HKD,13500,9/28/2016,00T9000003AFyis,0039000000LmbMD
? Email: April Trip Itinerary: April 1-4,1 Email,HKD,13500,2/9/2017,00T9000003QWWDc,0039000000LmbMD
? Email: Re: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,13500,1/26/2017,00T9000003P2Lsp,0039000000LmbMD
Shine - KAP event,6 Event,HKD,13500,6/6/2016,00T9000002pW9Gr,0039000000LmbMD
